Lead ID,Signup Date,Channel,Campaign,Device,Region,Funnel Stage Reached,Days to Convert,Plan,Deal Value
LD4350,2024-07-05,Email Marketing,Promo Blast,Desktop,North America,Lead,,,
LD3949,2024-06-19,Referral,Affiliate Program,Mobile,Asia Pacific,Customer,75.0,Basic,1087.65
LD2903,2024-04-09,Referral,Partner Program,Desktop,Europe,SQL,,,
LD6605,2024-11-17,Social Media,Facebook Ads,Desktop,Europe,MQL,,,
LD3998,2024-06-20,Direct,Direct / Type-in,Desktop,North America,Lead,,,
LD6004,2024-10-04,Email Marketing,Promo Blast,Desktop,Europe,Lead,,,
LD1136,2024-01-16,Paid Search,Google Ads - Generic,Mobile,North America,Lead,,,
LD5029,2024-09-22,Organic Search,Blog SEO,Mobile,North America,MQL,,,
LD6252,2024-10-05,Direct,Direct / Type-in,Desktop,Europe,Lead,,,
LD7652,2024-12-17,Referral,Affiliate Program,Desktop,North America,Lead,,,
LD7100,2024-12-27,Organic Search,Blog SEO,Tablet,North America,Lead,,,
LD5524,2024-09-10,Referral,Affiliate Program,Mobile,Europe,SQL,,,
LD5553,2024-09-23,Direct,Direct / Type-in,Desktop,Asia Pacific,Lead,,,
LD3192,2024-05-19,Paid Search,Google Ads - Brand,Desktop,North America,MQL,,,
LD5644,2024-10-08,Organic Search,Landing Page SEO,Desktop,Europe,Lead,,,
LD6331,2024-11-26,Organic Search,Landing Page SEO,Mobile,Asia Pacific,Lead,,,
LD2729,2024-04-19,Social Media,Instagram Ads,Desktop,North America,Lead,,,
LD7435,2024-12-15,Email Marketing,Promo Blast,Mobile,North America,MQL,,,
LD2887,2024-04-08,Referral,Affiliate Program,Desktop,North America,Lead,,,
LD1808,2024-02-03,Email Marketing,Promo Blast,Desktop,Asia Pacific,Customer,38.0,Basic,1474.97
LD1463,2024-01-06,Direct,Direct / Type-in,Desktop,Latin America,MQL,,,
LD1880,2024-02-28,Referral,Affiliate Program,Mobile,Asia Pacific,Lead,,,
LD6594,2024-11-05,Paid Search,Google Ads - Generic,Desktop,Europe,Lead,,,
LD3303,2024-05-28,Email Marketing,Monthly Newsletter,Mobile,North America,SQL,,,
LD6104,2024-10-14,Email Marketing,Promo Blast,Desktop,North America,SQL,,,
LD7673,2024-12-14,Referral,Partner Program,Tablet,Latin America,Customer,57.0,Basic,1207.98
LD5734,2024-10-11,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD1800,2024-02-07,Email Marketing,Promo Blast,Mobile,North America,MQL,,,
LD1355,2024-01-17,Referral,Affiliate Program,Desktop,North America,Lead,,,
LD4917,2024-08-20,Referral,Partner Program,Mobile,North America,Lead,,,
LD2074,2024-03-06,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD3408,2024-05-26,Email Marketing,Monthly Newsletter,Desktop,Europe,Lead,,,
LD3250,2024-05-08,Social Media,LinkedIn Ads,Mobile,Latin America,Lead,,,
LD1145,2024-01-23,Paid Search,Google Ads - Brand,Desktop,North America,Lead,,,
LD1381,2024-01-21,Referral,Affiliate Program,Desktop,North America,Lead,,,
LD2341,2024-03-26,Referral,Partner Program,Tablet,North America,Lead,,,
LD7078,2024-11-02,Direct,Direct / Type-in,Mobile,North America,Lead,,,
LD5195,2024-09-28,Paid Search,Google Ads - Brand,Desktop,Asia Pacific,Lead,,,
LD1122,2024-01-02,Paid Search,Google Ads - Brand,Desktop,Europe,MQL,,,
LD4442,2024-07-10,Referral,Partner Program,Mobile,North America,Lead,,,
LD2361,2024-03-02,Referral,Affiliate Program,Desktop,North America,SQL,,,
LD1419,2024-01-20,Referral,Affiliate Program,Mobile,Europe,Lead,,,
LD6886,2024-11-15,Email Marketing,Promo Blast,Tablet,North America,Lead,,,
LD6345,2024-11-11,Organic Search,Landing Page SEO,Desktop,North America,Lead,,,
LD4940,2024-08-06,Referral,Partner Program,Mobile,Asia Pacific,Lead,,,
LD3118,2024-05-13,Paid Search,Google Ads - Generic,Desktop,Latin America,Lead,,,
LD6240,2024-10-09,Direct,Direct / Type-in,Mobile,North America,Lead,,,
LD6744,2024-11-02,Email Marketing,Promo Blast,Desktop,Europe,Customer,59.0,Basic,851.39
LD1556,2024-02-12,Organic Search,Blog SEO,Desktop,North America,Customer,14.0,Basic,1196.47
LD4780,2024-08-19,Email Marketing,Monthly Newsletter,Desktop,North America,SQL,,,
LD4429,2024-07-26,Referral,Partner Program,Mobile,North America,MQL,,,
LD2776,2024-04-17,Email Marketing,Promo Blast,Desktop,Europe,Lead,,,
LD7149,2024-12-06,Organic Search,Landing Page SEO,Mobile,Europe,Lead,,,
LD2273,2024-03-15,Email Marketing,Promo Blast,Tablet,North America,Lead,,,
LD7356,2024-12-03,Social Media,Facebook Ads,Mobile,Europe,MQL,,,
LD2412,2024-03-06,Direct,Direct / Type-in,Mobile,North America,MQL,,,
LD5605,2024-09-10,Direct,Direct / Type-in,Desktop,Europe,Lead,,,
LD7195,2024-12-09,Organic Search,Landing Page SEO,Mobile,Europe,MQL,,,
LD3095,2024-05-03,Organic Search,Blog SEO,Desktop,North America,MQL,,,
LD7079,2024-11-27,Direct,Direct / Type-in,Mobile,Europe,MQL,,,
LD6514,2024-11-19,Paid Search,Google Ads - Brand,Desktop,Europe,Lead,,,
LD7675,2024-12-24,Referral,Partner Program,Desktop,Asia Pacific,MQL,,,
LD2621,2024-04-05,Paid Search,Google Ads - Brand,Desktop,North America,Lead,,,
LD3928,2024-06-17,Referral,Affiliate Program,Desktop,Europe,Customer,7.0,Basic,1499.76
LD7038,2024-11-26,Direct,Direct / Type-in,Mobile,Europe,SQL,,,
LD3938,2024-06-26,Referral,Affiliate Program,Mobile,Europe,MQL,,,
LD3729,2024-06-06,Paid Search,Google Ads - Brand,Tablet,Europe,Lead,,,
LD4890,2024-08-12,Referral,Partner Program,Mobile,Europe,Lead,,,
LD4411,2024-07-09,Referral,Partner Program,Mobile,Latin America,Customer,61.0,Pro,4751.94
LD7644,2024-12-07,Referral,Partner Program,Mobile,North America,Lead,,,
LD6422,2024-11-09,Organic Search,Blog SEO,Mobile,North America,Lead,,,
LD6979,2024-11-10,Referral,Affiliate Program,Mobile,North America,Lead,,,
LD2269,2024-03-15,Email Marketing,Promo Blast,Mobile,North America,Lead,,,
LD1415,2024-01-12,Referral,Partner Program,Tablet,North America,Lead,,,
LD4934,2024-08-27,Referral,Affiliate Program,Desktop,North America,Lead,,,
LD1655,2024-02-16,Social Media,LinkedIn Ads,Mobile,Asia Pacific,Lead,,,
LD5654,2024-10-09,Organic Search,Landing Page SEO,Mobile,North America,Lead,,,
LD2731,2024-04-20,Social Media,Facebook Ads,Mobile,North America,Lead,,,
LD3054,2024-05-01,Organic Search,Blog SEO,Mobile,North America,SQL,,,
LD4980,2024-08-14,Direct,Direct / Type-in,Mobile,North America,Lead,,,
LD7222,2024-12-11,Paid Search,Google Ads - Brand,Tablet,North America,Lead,,,
LD5013,2024-08-15,Direct,Direct / Type-in,Mobile,Asia Pacific,Lead,,,
LD4902,2024-08-19,Referral,Partner Program,Desktop,North America,SQL,,,
LD1590,2024-02-13,Paid Search,Google Ads - Brand,Mobile,Latin America,Lead,,,
LD3689,2024-06-11,Paid Search,Google Ads - Generic,Mobile,North America,Lead,,,
LD6108,2024-10-22,Email Marketing,Monthly Newsletter,Desktop,North America,Lead,,,
LD7448,2024-12-02,Email Marketing,Monthly Newsletter,Mobile,North America,Lead,,,
LD6094,2024-10-09,Email Marketing,Monthly Newsletter,Tablet,Europe,Lead,,,
LD4612,2024-08-07,Paid Search,Google Ads - Brand,Desktop,North America,MQL,,,
LD3277,2024-05-02,Social Media,LinkedIn Ads,Mobile,Europe,Lead,,,
LD1702,2024-02-18,Social Media,Facebook Ads,Desktop,Europe,Lead,,,
LD3836,2024-06-16,Email Marketing,Monthly Newsletter,Mobile,North America,MQL,,,
LD3125,2024-05-28,Paid Search,Google Ads - Generic,Mobile,North America,Lead,,,
LD7357,2024-12-27,Social Media,LinkedIn Ads,Desktop,Asia Pacific,Lead,,,
LD1678,2024-02-06,Social Media,LinkedIn Ads,Mobile,North America,Lead,,,
LD7301,2024-12-05,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD6453,2024-11-26,Organic Search,Blog SEO,Mobile,Europe,Lead,,,
LD3400,2024-05-07,Email Marketing,Monthly Newsletter,Mobile,Europe,MQL,,,
LD3167,2024-05-08,Paid Search,Google Ads - Brand,Mobile,Europe,MQL,,,
LD7780,2024-12-04,Direct,Direct / Type-in,Mobile,Asia Pacific,MQL,,,
LD1694,2024-02-11,Social Media,Facebook Ads,Desktop,North America,MQL,,,
LD2863,2024-04-01,Email Marketing,Promo Blast,Mobile,Asia Pacific,Lead,,,
LD2895,2024-04-06,Referral,Affiliate Program,Desktop,North America,MQL,,,
LD6961,2024-11-09,Referral,Partner Program,Desktop,Asia Pacific,MQL,,,
LD1111,2024-01-18,Paid Search,Google Ads - Brand,Mobile,Europe,Lead,,,
LD6061,2024-10-14,Email Marketing,Promo Blast,Mobile,Europe,Lead,,,
LD7040,2024-11-16,Direct,Direct / Type-in,Desktop,North America,Lead,,,
LD6152,2024-10-18,Referral,Affiliate Program,Desktop,Europe,Lead,,,
LD5424,2024-09-24,Email Marketing,Monthly Newsletter,Mobile,Europe,Lead,,,
LD1857,2024-02-03,Referral,Partner Program,Mobile,North America,SQL,,,
LD5458,2024-09-01,Referral,Partner Program,Desktop,Europe,Lead,,,
LD5055,2024-09-12,Organic Search,Blog SEO,Desktop,Asia Pacific,Lead,,,
LD7447,2024-12-18,Email Marketing,Monthly Newsletter,Tablet,Europe,Customer,35.0,Basic,823.61
LD3648,2024-06-02,Paid Search,Google Ads - Generic,Desktop,Europe,SQL,,,
LD5230,2024-09-09,Social Media,Facebook Ads,Desktop,Europe,Lead,,,
LD2721,2024-04-20,Social Media,Facebook Ads,Desktop,North America,MQL,,,
LD3964,2024-06-14,Referral,Affiliate Program,Mobile,North America,MQL,,,
LD3030,2024-05-28,Organic Search,Blog SEO,Desktop,North America,Lead,,,
LD7552,2024-12-09,Email Marketing,Promo Blast,Desktop,North America,Lead,,,
LD3805,2024-06-24,Email Marketing,Monthly Newsletter,Desktop,Europe,MQL,,,
LD5729,2024-10-22,Paid Search,Google Ads - Brand,Tablet,Asia Pacific,SQL,,,
LD2469,2024-03-25,Direct,Direct / Type-in,Tablet,Europe,MQL,,,
LD6383,2024-11-15,Organic Search,Landing Page SEO,Mobile,North America,SQL,,,
LD4981,2024-08-23,Direct,Direct / Type-in,Desktop,North America,Lead,,,
LD2808,2024-04-18,Email Marketing,Monthly Newsletter,Desktop,North America,Lead,,,
LD6234,2024-10-05,Direct,Direct / Type-in,Desktop,North America,MQL,,,
LD1108,2024-01-08,Paid Search,Google Ads - Generic,Mobile,Europe,MQL,,,
LD1030,2024-01-19,Organic Search,Blog SEO,Desktop,Europe,Customer,49.0,Basic,738.0
LD4102,2024-07-26,Organic Search,Landing Page SEO,Desktop,North America,SQL,,,
LD6534,2024-11-09,Paid Search,Google Ads - Brand,Desktop,Europe,Lead,,,
LD5348,2024-09-22,Email Marketing,Promo Blast,Desktop,Europe,MQL,,,
LD4581,2024-08-24,Paid Search,Google Ads - Generic,Desktop,Latin America,SQL,,,
LD1752,2024-02-26,Email Marketing,Promo Blast,Desktop,Asia Pacific,MQL,,,
LD1585,2024-02-27,Paid Search,Google Ads - Generic,Mobile,Europe,MQL,,,
LD2221,2024-03-04,Email Marketing,Promo Blast,Desktop,North America,Lead,,,
LD5307,2024-09-26,Email Marketing,Promo Blast,Tablet,Europe,SQL,,,
LD2551,2024-04-21,Organic Search,Blog SEO,Tablet,Asia Pacific,Lead,,,
LD3679,2024-06-21,Paid Search,Google Ads - Brand,Desktop,North America,Lead,,,
LD2993,2024-04-08,Direct,Direct / Type-in,Mobile,Europe,Lead,,,
LD1549,2024-02-13,Organic Search,Blog SEO,Mobile,Europe,Lead,,,
LD6251,2024-10-07,Direct,Direct / Type-in,Desktop,Asia Pacific,MQL,,,
LD5558,2024-09-26,Direct,Direct / Type-in,Desktop,Europe,Lead,,,
LD7309,2024-12-15,Paid Search,Google Ads - Generic,Mobile,North America,Lead,,,
LD2562,2024-04-05,Organic Search,Blog SEO,Desktop,North America,Lead,,,
LD6608,2024-11-09,Social Media,Facebook Ads,Desktop,Europe,MQL,,,
LD7536,2024-12-19,Email Marketing,Monthly Newsletter,Mobile,Europe,Lead,,,
LD7635,2024-12-25,Referral,Partner Program,Mobile,North America,Lead,,,
LD5766,2024-10-10,Paid Search,Google Ads - Brand,Mobile,Asia Pacific,MQL,,,
LD3651,2024-06-25,Paid Search,Google Ads - Brand,Desktop,Europe,Lead,,,
LD5167,2024-09-09,Paid Search,Google Ads - Generic,Mobile,North America,MQL,,,
LD5170,2024-09-05,Paid Search,Google Ads - Brand,Mobile,Europe,MQL,,,
LD6066,2024-10-21,Email Marketing,Promo Blast,Mobile,Latin America,MQL,,,
LD5092,2024-09-14,Organic Search,Blog SEO,Desktop,Europe,Lead,,,
LD3816,2024-06-28,Email Marketing,Promo Blast,Mobile,Latin America,Lead,,,
LD6408,2024-11-24,Organic Search,Landing Page SEO,Mobile,Asia Pacific,MQL,,,
LD2741,2024-04-13,Email Marketing,Monthly Newsletter,Mobile,Asia Pacific,MQL,,,
LD2766,2024-04-13,Email Marketing,Promo Blast,Desktop,North America,Lead,,,
LD7589,2024-12-07,Email Marketing,Promo Blast,Mobile,North America,SQL,,,
LD1091,2024-01-27,Paid Search,Google Ads - Generic,Mobile,Latin America,Lead,,,
LD3819,2024-06-28,Email Marketing,Monthly Newsletter,Mobile,North America,MQL,,,
LD5185,2024-09-21,Paid Search,Google Ads - Brand,Mobile,North America,MQL,,,
LD6275,2024-10-08,Direct,Direct / Type-in,Mobile,Europe,Lead,,,
LD5246,2024-09-22,Social Media,Instagram Ads,Mobile,North America,Lead,,,
LD3393,2024-05-01,Email Marketing,Promo Blast,Desktop,Europe,Lead,,,
LD1625,2024-02-02,Paid Search,Google Ads - Brand,Mobile,Europe,MQL,,,
LD1070,2024-01-18,Organic Search,Blog SEO,Desktop,Europe,MQL,,,
LD1890,2024-02-23,Direct,Direct / Type-in,Mobile,North America,MQL,,,
LD6319,2024-10-17,Direct,Direct / Type-in,Desktop,Europe,Lead,,,
LD6144,2024-10-18,Referral,Partner Program,Mobile,North America,Lead,,,
LD5377,2024-09-22,Email Marketing,Promo Blast,Mobile,Latin America,Lead,,,
LD5467,2024-09-20,Referral,Partner Program,Desktop,Asia Pacific,Customer,59.0,Pro,4957.46
LD2957,2024-04-23,Direct,Direct / Type-in,Desktop,North America,Lead,,,
LD3178,2024-05-03,Paid Search,Google Ads - Generic,Desktop,North America,Lead,,,
LD1948,2024-03-18,Organic Search,Landing Page SEO,Desktop,North America,Lead,,,
LD1878,2024-02-01,Referral,Affiliate Program,Tablet,North America,Lead,,,
LD6715,2024-11-17,Email Marketing,Monthly Newsletter,Tablet,North America,Lead,,,
LD7333,2024-12-02,Social Media,LinkedIn Ads,Desktop,Latin America,SQL,,,
LD1294,2024-01-23,Email Marketing,Promo Blast,Desktop,North America,SQL,,,
LD7559,2024-12-11,Email Marketing,Promo Blast,Desktop,Latin America,MQL,,,
LD5316,2024-09-02,Email Marketing,Monthly Newsletter,Desktop,Asia Pacific,SQL,,,
LD1446,2024-01-15,Direct,Direct / Type-in,Tablet,North America,Lead,,,
LD7067,2024-11-09,Direct,Direct / Type-in,Desktop,Latin America,SQL,,,
LD6517,2024-11-26,Paid Search,Google Ads - Brand,Mobile,North America,Lead,,,
LD4317,2024-07-20,Email Marketing,Promo Blast,Mobile,North America,Lead,,,
LD2607,2024-04-18,Paid Search,Google Ads - Generic,Mobile,North America,MQL,,,
LD5999,2024-10-27,Email Marketing,Promo Blast,Desktop,North America,Lead,,,
LD5517,2024-09-06,Referral,Affiliate Program,Tablet,Latin America,SQL,,,
LD3655,2024-06-25,Paid Search,Google Ads - Generic,Mobile,North America,Lead,,,
LD4935,2024-08-22,Referral,Partner Program,Desktop,North America,Lead,,,
LD5848,2024-10-09,Social Media,Instagram Ads,Desktop,North America,Lead,,,
LD5743,2024-10-01,Paid Search,Google Ads - Brand,Desktop,Europe,Lead,,,
LD1368,2024-01-01,Referral,Partner Program,Desktop,North America,MQL,,,
LD4164,2024-07-05,Paid Search,Google Ads - Brand,Desktop,Asia Pacific,Lead,,,
LD3345,2024-05-08,Email Marketing,Monthly Newsletter,Desktop,North America,MQL,,,
LD2871,2024-04-02,Referral,Affiliate Program,Desktop,Europe,Lead,,,
LD7161,2024-12-21,Organic Search,Blog SEO,Mobile,North America,MQL,,,
LD2738,2024-04-22,Email Marketing,Promo Blast,Desktop,North America,MQL,,,
LD7218,2024-12-27,Paid Search,Google Ads - Brand,Mobile,Asia Pacific,Lead,,,
LD7194,2024-12-02,Organic Search,Landing Page SEO,Desktop,North America,MQL,,,
LD3826,2024-06-02,Email Marketing,Promo Blast,Mobile,North America,Lead,,,
LD6651,2024-11-26,Social Media,Instagram Ads,Desktop,Asia Pacific,SQL,,,
LD7037,2024-11-06,Direct,Direct / Type-in,Mobile,Asia Pacific,Lead,,,
LD6720,2024-11-23,Email Marketing,Promo Blast,Desktop,North America,Lead,,,
LD3776,2024-06-13,Social Media,LinkedIn Ads,Desktop,North America,MQL,,,
LD5265,2024-09-02,Social Media,Facebook Ads,Mobile,North America,Lead,,,
LD2187,2024-03-26,Social Media,Facebook Ads,Desktop,North America,Lead,,,
LD6180,2024-10-09,Referral,Affiliate Program,Mobile,North America,MQL,,,
LD3255,2024-05-21,Social Media,LinkedIn Ads,Desktop,Europe,SQL,,,
LD3935,2024-06-23,Referral,Affiliate Program,Mobile,North America,Lead,,,
LD3514,2024-05-23,Direct,Direct / Type-in,Mobile,Europe,MQL,,,
LD6153,2024-10-05,Referral,Partner Program,Mobile,Europe,MQL,,,
LD7636,2024-12-02,Referral,Affiliate Program,Desktop,North America,MQL,,,
LD1152,2024-01-28,Paid Search,Google Ads - Brand,Desktop,Europe,MQL,,,
LD2898,2024-04-27,Referral,Affiliate Program,Mobile,Europe,Lead,,,
LD2034,2024-03-11,Organic Search,Blog SEO,Mobile,North America,MQL,,,
LD2384,2024-03-26,Referral,Affiliate Program,Tablet,Asia Pacific,Lead,,,
LD1916,2024-02-11,Direct,Direct / Type-in,Mobile,Europe,SQL,,,
LD2306,2024-03-17,Email Marketing,Monthly Newsletter,Desktop,Latin America,SQL,,,
LD4228,2024-07-27,Social Media,Instagram Ads,Desktop,Europe,Lead,,,
LD3305,2024-05-22,Email Marketing,Promo Blast,Mobile,North America,Lead,,,
LD6823,2024-11-11,Email Marketing,Promo Blast,Desktop,North America,Lead,,,
LD1510,2024-02-04,Organic Search,Blog SEO,Desktop,North America,SQL,,,
LD5571,2024-09-25,Direct,Direct / Type-in,Mobile,Latin America,SQL,,,
LD6539,2024-11-23,Paid Search,Google Ads - Generic,Mobile,Europe,Lead,,,
LD4834,2024-08-08,Email Marketing,Monthly Newsletter,Mobile,Europe,Customer,33.0,Basic,1074.91
LD7353,2024-12-02,Social Media,Facebook Ads,Mobile,North America,Customer,74.0,Basic,944.49
LD5568,2024-09-22,Direct,Direct / Type-in,Mobile,North America,Lead,,,
LD5463,2024-09-13,Referral,Affiliate Program,Mobile,North America,Customer,25.0,Pro,1786.85
LD1749,2024-02-12,Email Marketing,Monthly Newsletter,Mobile,Europe,Lead,,,
LD3084,2024-05-28,Organic Search,Landing Page SEO,Desktop,Asia Pacific,Lead,,,
LD4845,2024-08-16,Email Marketing,Promo Blast,Desktop,North America,Customer,47.0,Pro,1839.27
LD5190,2024-09-20,Paid Search,Google Ads - Brand,Mobile,Asia Pacific,SQL,,,
LD2311,2024-03-10,Email Marketing,Promo Blast,Desktop,North America,Lead,,,
LD2612,2024-04-13,Paid Search,Google Ads - Brand,Desktop,Latin America,MQL,,,
LD7767,2024-12-01,Direct,Direct / Type-in,Mobile,Europe,Lead,,,
LD5988,2024-10-10,Email Marketing,Promo Blast,Tablet,Asia Pacific,SQL,,,
LD6677,2024-11-20,Social Media,Facebook Ads,Desktop,North America,MQL,,,
LD7632,2024-12-24,Referral,Partner Program,Mobile,North America,Lead,,,
LD4794,2024-08-23,Email Marketing,Monthly Newsletter,Desktop,Europe,MQL,,,
LD6097,2024-10-21,Email Marketing,Promo Blast,Mobile,North America,MQL,,,
LD5910,2024-10-17,Social Media,LinkedIn Ads,Mobile,Europe,SQL,,,
LD3477,2024-05-06,Referral,Affiliate Program,Desktop,North America,Lead,,,
LD1472,2024-01-05,Direct,Direct / Type-in,Mobile,North America,Lead,,,
LD4839,2024-08-16,Email Marketing,Promo Blast,Desktop,Latin America,MQL,,,
LD4818,2024-08-09,Email Marketing,Monthly Newsletter,Desktop,Asia Pacific,MQL,,,
LD5943,2024-10-08,Social Media,Facebook Ads,Desktop,Latin America,MQL,,,
LD5967,2024-10-15,Email Marketing,Monthly Newsletter,Desktop,Asia Pacific,Customer,20.0,Basic,1307.24
LD7406,2024-12-06,Social Media,Instagram Ads,Mobile,North America,MQL,,,
LD4528,2024-08-10,Organic Search,Landing Page SEO,Desktop,Europe,Lead,,,
LD1897,2024-02-09,Direct,Direct / Type-in,Desktop,Asia Pacific,Lead,,,
LD6134,2024-10-15,Referral,Partner Program,Mobile,North America,Customer,33.0,Pro,2230.75
LD2946,2024-04-03,Referral,Partner Program,Mobile,North America,Lead,,,
LD1252,2024-01-21,Email Marketing,Promo Blast,Mobile,Europe,Lead,,,
LD2210,2024-03-20,Email Marketing,Monthly Newsletter,Desktop,Europe,MQL,,,
LD3485,2024-05-24,Referral,Affiliate Program,Desktop,North America,MQL,,,
LD6258,2024-10-06,Direct,Direct / Type-in,Desktop,Asia Pacific,Lead,,,
LD3716,2024-06-21,Paid Search,Google Ads - Brand,Desktop,North America,Lead,,,
LD3834,2024-06-18,Email Marketing,Monthly Newsletter,Desktop,North America,MQL,,,
LD4296,2024-07-12,Email Marketing,Monthly Newsletter,Desktop,North America,Lead,,,
LD2129,2024-03-19,Paid Search,Google Ads - Generic,Mobile,Asia Pacific,Lead,,,
LD7764,2024-12-17,Direct,Direct / Type-in,Desktop,Europe,Lead,,,
LD5314,2024-09-01,Email Marketing,Promo Blast,Desktop,Europe,Customer,21.0,Basic,1288.59
LD2594,2024-04-12,Paid Search,Google Ads - Generic,Desktop,Europe,Lead,,,
LD4961,2024-08-18,Direct,Direct / Type-in,Desktop,Europe,Lead,,,
LD7647,2024-12-25,Referral,Partner Program,Desktop,Europe,SQL,,,
LD1058,2024-01-08,Organic Search,Blog SEO,Tablet,Asia Pacific,Lead,,,
LD2323,2024-03-07,Email Marketing,Promo Blast,Mobile,Latin America,Lead,,,
LD5089,2024-09-04,Organic Search,Blog SEO,Desktop,Europe,MQL,,,
LD6694,2024-11-25,Email Marketing,Monthly Newsletter,Desktop,North America,MQL,,,
LD7535,2024-12-04,Email Marketing,Monthly Newsletter,Mobile,Asia Pacific,Customer,58.0,Basic,1348.92
LD7740,2024-12-08,Direct,Direct / Type-in,Mobile,Asia Pacific,SQL,,,
LD2700,2024-04-24,Social Media,Instagram Ads,Desktop,North America,SQL,,,
LD1293,2024-01-04,Email Marketing,Promo Blast,Mobile,Europe,MQL,,,
LD2143,2024-03-19,Social Media,Instagram Ads,Mobile,North America,Lead,,,
LD3150,2024-05-01,Paid Search,Google Ads - Brand,Desktop,North America,Lead,,,
LD6372,2024-11-19,Organic Search,Blog SEO,Desktop,Europe,Lead,,,
LD5884,2024-10-09,Social Media,Instagram Ads,Desktop,Asia Pacific,Lead,,,
LD2171,2024-03-16,Social Media,Facebook Ads,Desktop,Asia Pacific,Customer,59.0,Pro,3850.85
LD3349,2024-05-09,Email Marketing,Monthly Newsletter,Mobile,Europe,SQL,,,
LD2745,2024-04-04,Email Marketing,Promo Blast,Tablet,North America,MQL,,,
LD4593,2024-08-14,Paid Search,Google Ads - Brand,Mobile,North America,MQL,,,
